호텔명,입실,퇴실,지역,숙박유형,가격
오크 호텔 에도,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",24243
도-씨 에비스,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",29128
코뮌 시부야 (남성 전용),2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",30778
도쿄-W-인 아사쿠사,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",25421
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",46916
알몬드 호스텔 & 카페 시부야,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",42318
&앤드 호스텔 아키하바라,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",28946
나데시코 호텔 시부야-여성 전용,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",57150
더 글로벌 호텔 도쿄,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",31635
Bnb+ 아사쿠사 구라마에,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",49106
플랫 호스텔 케이큐 미노와 포레스트,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",42410
캡슐 호텔 안신 오야도 아키하바라,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",40081
캡슐 호텔 안신 오야도 신바시,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",36786
케이스 하우스 도쿄 오아시스 퀄리티 호스텔,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",76047
플랫 호스텔 게이큐 아사쿠사 가린,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",25111
플랫 호스텔 게이큐 아사쿠사 스테이션,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",22015
나인 아워스 우먼 칸다,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",27622
도-C 고탄다,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",20089
도쿄 아트 하우스,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",61755
시탄 호스텔,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",36607
아카사카노-사토 프리미엄,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",44507
더 워드로브 호스텔 포레스트 시모키타자와,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",29871
캡슐 호텔 안신 오야도 신바시 시오도메 (성인 남성 전용),2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",32242
Bnb+ 우에노 오카치마치,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",27675
나인 아워스 스이도바시,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",26785
북 앤드 베드 도쿄 신주쿠,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34684
호스텔 하나 안,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",42884
오크 호스텔 후지 호스텔,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",37315
탑 엣지 호스텔 코엔지,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",21156
캡슐 호텔 블록 룸,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",18304
누이 호스텔 & 바 라운지,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",32397
도쿄 게스트 하우스 오지 뮤직 라운지,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",16803
스파&캡슐 호텔 그랜드파크 인 기타센주,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",30226
1 나이트 1980 호스텔 도쿄 아사쿠사 심플 스테이,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",15959
Bnb+ 시크리트 베이스 메지로,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34406
플랫 호스텔 게이큐 하네다 홈,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",31249
게스트 하우스 와고코로,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",93797
아키하바라 베이 호텔 (여성 전용),2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",27473
도쿄 게스트하우스 2020,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",73821
오비 호스텔,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",21726
게스트 하우스 시나가와-슈쿠,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",41512
리틀 재팬,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",26363
월드트래블러스호스텔 우에노,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",52714
호텔 & 호스텔 세븐 가든 도쿄,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",360045
시나 투 이페이,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",99259
호텔 야나기바시,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34929
캡슐 호텔 안신 오야도 오기쿠보,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34158
네슬 도쿄 코지 하우스,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",64379
bnb+ 간다 테라스 오가와마치,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",27126
캡슐 호텔 310,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",23645
게스트 하우스 간,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",55803
게스트 하우스 도쿄 아자부,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",21701
아카사카-노 사토 (여성 전용),2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34257
료마 이케부쿠로 l - 호스텔,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",40853
Bnb플러스 와 신바시 인터내셔널,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",53012
팔레트 타카시마다이라,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",31455
굿 디너 인 코파인,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",24678
망가 아트 호텔 도쿄,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",34907
오베르주 아사쿠사바시,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",148450
Asakusa Hostel Toukaisou,2023-08-30,2023-08-31,도쿄,"게스트하우스,캡슐호텔,호스텔",70539
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",35169
루마 인 로쿠고도테,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",104505
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",50157
이마노 도쿄 긴자 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",38188
도쿄 게스트 하우스 이타바시-주쿠,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",19035
&앤드 호스텔 미나미센쥬,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",28268
이마노 도쿄 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",31594
&앤드 호스텔 쿠라마에 웨스트,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27729
타임즈 인 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",42830
언플랜 신주쿠,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",42486
무스타드 호텔 시부야,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",161373
야마테 레스트 하우스 (남성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",24553
타임 쉐어링 스테이 아사쿠사,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",43374
시어터 Zzz,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30970
하우스 이케부쿠로,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27901
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",36917
나고미,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",65768
신주쿠 스카이캡슐 호텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",25625
호텔 오울 도쿄 신바시,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",20894
그레이프하우스 고엔지,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",74403
사쿠라 호스텔 아사쿠사 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",22308
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",29017
언플랜 카구라자카,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",37338
포커스 쿠라마에,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",32064
오크 호텔 에도,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",24243
도-씨 에비스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",28464
코뮌 시부야 (남성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",31854
도쿄-W-인 아사쿠사,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",25421
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",46916
알몬드 호스텔 & 카페 시부야,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30800
&앤드 호스텔 아키하바라,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",28268
나데시코 호텔 시부야-여성 전용,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",57150
더 글로벌 호텔 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30940
Bnb+ 아사쿠사 구라마에,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",49106
플랫 호스텔 케이큐 미노와 포레스트,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",43138
캡슐 호텔 안신 오야도 아키하바라,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",41042
캡슐 호텔 안신 오야도 신바시,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",35949
케이스 하우스 도쿄 오아시스 퀄리티 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",74292
플랫 호스텔 게이큐 아사쿠사 가린,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",25666
플랫 호스텔 게이큐 아사쿠사 스테이션,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",21763
나인 아워스 우먼 칸다,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",32645
도-C 고탄다,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",20089
도쿄 아트 하우스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",60412
시탄 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",36607
아카사카노-사토 프리미엄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",44507
더 워드로브 호스텔 포레스트 시모키타자와,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",29871
캡슐 호텔 안신 오야도 신바시 시오도메 (성인 남성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",32242
Bnb+ 우에노 오카치마치,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27675
나인 아워스 스이도바시,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",26785
북 앤드 베드 도쿄 신주쿠,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",42368
오크 호스텔 후지 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",37315
탑 엣지 호스텔 코엔지,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",20642
캡슐 호텔 블록 룸,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",18304
누이 호스텔 & 바 라운지,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",32397
도쿄 게스트 하우스 오지 뮤직 라운지,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",16803
스파&캡슐 호텔 그랜드파크 인 기타센주,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30226
Bnb+ 시크리트 베이스 메지로,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",34406
플랫 호스텔 게이큐 하네다 홈,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",31249
게스트 하우스 와고코로,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",90270
아키하바라 베이 호텔 (여성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27473
백패커스 미니 하우스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",26839
도쿄 게스트하우스 2020,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",73821
오비 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",21726
게스트 하우스 시나가와-슈쿠,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",41512
리틀 재팬,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",26976
월드트래블러스호스텔 우에노,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",52714
호텔 & 호스텔 세븐 가든 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",360045
시나 투 이페이,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",101574
호텔 야나기바시,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",36207
캡슐 호텔 안신 오야도 오기쿠보,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",33381
네슬 도쿄 코지 하우스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",64379
bnb+ 간다 테라스 오가와마치,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27126
게스트 하우스 간,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",55803
게스트 하우스 도쿄 아자부,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",21701
아카사카-노 사토 (여성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",34257
료마 이케부쿠로 l - 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",40853
Bnb플러스 와 신바시 인터내셔널,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",54050
팔레트 타카시마다이라,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30723
굿 디너 인 코파인,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",24110
망가 아트 호텔 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",35701
백패커스 미니 하우스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",26839
도쿄 게스트하우스 2020,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",73821
오비 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",21726
게스트 하우스 시나가와-슈쿠,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",41512
리틀 재팬,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",26976
월드트래블러스호스텔 우에노,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",52714
호텔 & 호스텔 세븐 가든 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",360045
시나 투 이페이,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",101574
호텔 야나기바시,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",36207
캡슐 호텔 안신 오야도 오기쿠보,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",33381
네슬 도쿄 코지 하우스,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",64379
bnb+ 간다 테라스 오가와마치,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",27126
게스트 하우스 간,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",55803
게스트 하우스 도쿄 아자부,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",21701
아카사카-노 사토 (여성 전용),2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",34257
료마 이케부쿠로 l - 호스텔,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",40853
Bnb플러스 와 신바시 인터내셔널,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",54050
팔레트 타카시마다이라,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",30723
굿 디너 인 코파인,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",24110
망가 아트 호텔 도쿄,2023-08-31,2023-09-01,도쿄,"게스트하우스,캡슐호텔,호스텔",35701
호시노야 도쿄,2023-07-21,2023-07-22,도쿄,"리조트,펜션,료칸",1433291
기미 료칸,2023-07-21,2023-07-22,도쿄,"리조트,펜션,료칸",58903
야마나카 료칸,2023-07-21,2023-07-22,도쿄,"리조트,펜션,료칸",153732
료칸 가모가와 아사쿠사,2023-07-22,2023-07-23,도쿄,"리조트,펜션,료칸",76128
료칸 가모가와 아사쿠사,2023-07-23,2023-07-24,도쿄,"리조트,펜션,료칸",106824
